nExp, Time,  AVy,  A0x,  A0y,  A1x,  A1y 
   0,    0,    0,   11,   63,    1,   25
   0,    1,    0,    1,   24
   0,    2,    6,    1,   23
   0,    3,   12,    1,   22
   0,    4,   18,    1,   21
   0,    5,   24,    1,   20
   0,    6,   30,    1,   19
   0,    7,   36,    1,   18
   0,    8,   42,    2,   18
   0,    9,   48,    3,   18
   0,   10,   54,    4,   18
   0,   11,   60,    5,   18
   0,    1,    0,   10,   48,   11,   57
   1,    1,    1,   11,   56
   1,    2,    7,   11,   55
   1,    3,   13,   11,   54
   1,    4,   19,   11,   53
   1,    5,   25,   10,   53
   1,    6,   31,    9,   53
   1,    7,   37,    8,   53
   1,    8,   43,    7,   53
   1,    9,   49,    6,   53
   1,   10,   55,    5,   53
   1,   11,   61,    4,   53
   0,    2,    0,    1,   43,   11,   60
   2,    1,    2,   11,   59
   2,    2,    8,   10,   59
   2,    3,   14,    9,   59
   2,    4,   20,    8,   59
   2,    5,   26,    7,   59
   2,    6,   32,    6,   59
   2,    7,   38,    5,   59
   2,    8,   44,    4,   59
   2,    9,   50,    3,   59
   2,   10,   56,    2,   59
   0,    3,    0,    1,   52,   10,   43
   3,    1,    3,   10,   42
   3,    2,    9,   10,   41
   3,    3,   15,    9,   41
   3,    4,   21,    8,   41
   3,    5,   27,    7,   41
   3,    6,   33,    6,   41
   3,    7,   39,    5,   41
   0,    4,    0,   11,   65,   11,   64
   4,    1,    4,   11,   63
   4,    2,   10,   11,   62
   4,    3,   16,   11,   61
   4,    4,   22,   11,   60
   4,    5,   28,   11,   59
   4,    6,   34,   11,   58
   4,    7,   40,   11,   57
   4,    8,   46,   11,   56
